row_id,teks_id
1884,158184
1885,158185
1886,158186
1887,158187
1890,175636
1891,158188
1888,158189
1892,158190
1893,158191
1894,158192
1799,175639
1795,158114
1800,158115
1796,158116
1801,158117
1802,158118
1803,175642
1775,158119
1804,158120
1776,158121
1805,158122
1806,158123
1810,158124
1895,158193
1918,175647
1919,158210
1920,158211
1921,158212
1922,158213
1923,175648
1924,158214
1925,158215
1926,175649
1916,158216
1917,158217
1927,175650
1903,158218
1904,158219
1928,158220
1929,158221
1930,175651
1931,158222
1934,158223
1935,158224
1936,158225
1937,158226
1938,175652
1939,175831
1940,158227
1941,158228
1942,158229
1943,158230
1944,158231
1945,175832
1946,158232
1947,158233
1948,158234
1949,158235
1950,175654
1951,175833
1952,158236
1953,158237
1954,158238
1955,158239
1956,158240
1957,158241
1958,158242
1959,158243
1960,175655
1961,158244
1962,158245
1963,158246
1964,175656
1965,175834
1966,158247
1967,158248
1968,158249
1969,158250
1970,158251
1971,158252
1972,158253
1889,175657
1896,158194
1897,158195
1898,158196
1899,158197
1900,158198
1973,175658
1974,158254
1975,175835
1976,158255
1977,158256
1979,158257
1978,175660
1980,158258
1981,158259
1982,175661
1983,158260
1984,158261
1985,158262
1986,158263
1987,175662
1988,158264
1989,158265
1990,175663
1991,158266
1992,158267
1993,158268
1994,158269
1998,175664
1999,158270
2000,158271
2001,158272
2002,158273
2003,158274
1901,175667
1902,158199
1905,158200
1906,158201
1907,158202
1908,158203
1909,175670
1910,158204
1911,158205
1912,158206
1913,158207
1914,158208
1915,158209
2383,175674
2384,158360
2385,158361
2386,158362
2387,158363
2391,158364
2412,175675
2413,158380
2414,158381
2415,175676
2419,158382
2416,158383
2420,175677
2421,158384
2422,158385
2417,158386
2418,158387
2423,175678
2424,158388
2425,158389
2426,158390
2401,158391
2402,158392
2427,175679
2428,158393
2429,158394
2403,158395
2430,175680
2404,175836
2431,158396
2432,158397
2433,158398
2434,158399
2056,158400
2435,175837
2436,158401
2437,158402
2438,175838
2439,158403
2440,158404
2441,158405
2442,158406
2443,175681
2444,158407
2445,158408
2446,158409
2447,158410
2448,158411
2449,175682
2450,175839
2451,158412
2452,158413
2453,158414
2454,158415
2455,158416
2456,175683
2457,158417
2458,175840
2459,158418
2460,158419
2461,158420
2462,158421
2392,175685
2388,158365
2393,158366
2389,158367
2463,175686
2464,158422
2465,158423
2466,175687
2467,158424
2468,158425
2469,158426
2470,175688
2471,158427
2472,158428
2473,158429
2476,175689
2474,158430
2475,158431
2477,158432
2478,158433
2479,158434
2480,175690
2481,158435
2482,158436
2483,158437
2484,158438
2485,158439
2394,158368
2395,159999
2396,175695
2397,158369
2398,158370
2390,158371
2399,158372
2400,158373
2405,158374
2406,158375
2407,175699
2408,158376
2409,158377
2410,158378
2411,158379
2486,175700
2487,158440
2491,158441
2492,158442
2493,158443
2494,158444
2521,175701
2522,158461
2523,158462
2524,175702
2504,158463
2525,158464
2526,175703
2505,158465
2527,158466
2506,158467
2488,158468
2528,175704
2529,158469
2530,158470
2531,158471
2489,158472
2490,158473
2532,175705
2536,158474
2537,158475
2538,158476
2539,175706
2540,175841
2541,158477
2542,158478
2543,158479
2544,158480
2545,158481
2546,158482
2547,175842
2548,158483
2549,158484
2550,158485
2551,175843
2552,158486
2553,158487
2554,158488
2559,158489
2560,175707
2555,158490
2561,158491
2556,158492
2557,158493
2558,158494
2562,158495
2563,175708
2564,175844
2565,158496
2566,158497
2567,158498
2568,158499
2569,158500
2570,175709
2571,158501
2572,175845
2573,158502
2574,158503
2575,158504
2578,158505
2495,175711
2496,158445
2497,158446
2498,158447
2579,175712
2580,158506
2581,158507
2582,175713
2583,158508
2584,158509
2585,158510
2586,175714
2587,158511
2588,158512
2589,158513
2590,175715
2591,158514
2592,158515
2593,158516
2597,158517
2598,158518
2599,175716
2600,158519
2601,158520
2594,158521
2602,158522
2603,158523
2499,158448
2500,158449
2501,175721
2502,158450
2503,158451
2507,158452
2508,158453
2509,158454
2510,158455
2511,158456
2512,175725
2513,158457
2514,158458
2515,158459
2516,158460
2770,175752
2792,158605
2771,158606
2793,158607
2772,158608
2794,158609
2657,175753
2658,158626
2659,158627
2660,175754
2661,158628
2662,158629
2669,175755
525,158630
2670,158631
622,158632
623,158633
2671,175756
2672,158634
2673,158635
2674,158636
624,158637
2799,158638
2675,175757
2676,158639
2677,158640
2800,158641
2678,175758
2801,175849
2802,158642
591,158643
592,158644
593,158645
594,158646
2684,158647
595,158648
2685,175850
609,158649
610,158650
637,158651
638,158652
639,158653
2786,175851
2787,158654
2686,158655
2788,158656
2284,158657
2285,158658
2687,158659
2688,175759
2689,158660
2286,158661
2803,158662
2804,158663
2805,158664
2806,158665
2807,158666
2808,175760
2809,158667
2810,158668
2811,158669
2812,158670
2795,175763
522,158610
2796,158611
2797,158612
2813,175764
2814,158671
2815,158672
2816,175765
2817,158673
2821,158674
2822,158675
2823,175766
2818,158676
2824,158677
2819,158678
2825,175767
2826,158679
2820,158680
2827,158681
2828,158682
2829,158683
2830,175768
2831,158684
2832,158685
2833,158686
2836,158687
2798,158613
2640,158614
2641,175773
2642,158615
2643,158616
523,158617
524,158618
2644,158619
2645,158620
2646,158621
2652,175777
2653,158622
2654,158623
2655,158624
2656,158625
2899,
2900,174953
2901,174954
2902,
2903,174955
2904,174956
2907,174957
2908,174958
2909,174959
2910,174960
2911,
2912,174961
2913,174962
2914,174963
2915,174964
2916,174965
2917,
2918,174966
2919,174967
2920,174968
2921,174969
2922,174970
2923,174971
2927,174972
2924,
2928,174973
2929,174974
2930,174975
2925,174976
2931,
2932,174977
2926,174978
2905,174979
